cusip,issueDate,securityType,securityTerm,maturityDate,interestRate,refCpiOnIssueDate,refCpiOnDatedDate,announcementDate,auctionDate,auctionDateYear,datedDate,accruedInterestPer1000,accruedInterestPer100,adjustedAccruedInterestPer1000,adjustedPrice,allocationPercentage,allocationPercentageDecimals,announcedCusip,auctionFormat,averageMedianDiscountRate,averageMedianInvestmentRate,averageMedianPrice,averageMedianDiscountMargin,averageMedianYield,backDated,backDatedDate,bidToCoverRatio,callDate,callable,calledDate,cashManagementBillCMB,closingTimeCompetitive,closingTimeNoncompetitive,competitiveAccepted,competitiveBidDecimals,competitiveTendered,competitiveTendersAccepted,corpusCusip,cpiBaseReferencePeriod,currentlyOutstanding,directBidderAccepted,directBidderTendered,estimatedAmountOfPubliclyHeldMaturingSecuritiesByType,fimaIncluded,fimaNoncompetitiveAccepted,fimaNoncompetitiveTendered,firstInterestPeriod,firstInterestPaymentDate,floatingRate,frnIndexDeterminationDate,frnIndexDeterminationRate,highDiscountRate,highInvestmentRate,highPrice,highDiscountMargin,highYield,indexRatioOnIssueDate,indirectBidderAccepted,indirectBidderTendered,interestPaymentFrequency,lowDiscountRate,lowInvestmentRate,lowPrice,lowDiscountMargin,lowYield,maturingDate,maximumCompetitiveAward,maximumNoncompetitiveAward,maximumSingleBid,minimumBidAmount,minimumStripAmount,minimumToIssue,multiplesToBid,multiplesToIssue,nlpExclusionAmount,nlpReportingThreshold,noncompetitiveAccepted,noncompetitiveTendersAccepted,offeringAmount,originalCusip,originalDatedDate,originalIssueDate,originalSecurityTerm,pdfFilenameAnnouncement,pdfFilenameCompetitiveResults,pdfFilenameNoncompetitiveResults,pdfFilenameSpecialAnnouncement,pricePer100,primaryDealerAccepted,primaryDealerTendered,reopening,securityTermDayMonth,securityTermWeekYear,series,somaAccepted,somaHoldings,somaIncluded,somaTendered,spread,standardInterestPaymentPer1000,strippable,term,tiinConversionFactorPer1000,tips,totalAccepted,totalTendered,treasuryRetailAccepted,treasuryRetailTendersAccepted,type,unadjustedAccruedInterestPer1000,unadjustedPrice,updatedTimestamp,xmlFilenameAnnouncement,xmlFilenameCompetitiveResults,xmlFilenameSpecialAnnouncement,tintCusip1,tintCusip2,tintCusip1DueDate,tintCusip2DueDate
912797NR4,2025-02-18T00:00:00,Bill,4-Week,2025-03-18T00:00:00,,,,2025-02-11T00:00:00,2025-02-13,2025,,,,,,27.060000,2,,Single-Price,4.200000,,,,,,,2.930000,,,,No,11:30 AM,11:00 AM,83106281500,3,256974774700,Yes,,,154444000000.000000,2577060000,8850000000,233969000000,Yes,0,0,,,No,,,4.250000,4.323000,99.669444,,,,49935071500,74124774700,None,4.150000,,,,,2025-02-18T00:00:00,31500000000,10000000,31500000000,100,,100,100,100,53900000000,31500000000,6894461200,Yes,90000000000,,,2024-11-19T00:00:00,17-Week,A_20250211_3.pdf,R_20250213_2.pdf,NCR_20250213_1.pdf,,99.669444,30594150000,174000000000,Yes,28-Day,4-Week,,268493600,707000000,No,268493600,,,,4-Week,,No,90269236300,264137729500,5570946200,Yes,Bill,,,2025-02-13T11:34:12,A_20250211_3.xml,R_20250213_2.xml,,,,,
912797NZ6,2025-02-18T00:00:00,Bill,8-Week,2025-04-15T00:00:00,,,,2025-02-11T00:00:00,2025-02-13,2025,,,,,,20.740000,2,,Single-Price,4.220000,,,,,,,2.940000,,,,No,11:30 AM,11:00 AM,83525991400,3,248071350000,Yes,,,64218000000.000000,2515555000,8875000000,233969000000,Yes,0,0,,,No,,,4.240000,4.327000,99.340444,,,,53800916400,74807350000,None,4.150000,,,,,2025-02-18T00:00:00,29750000000,10000000,29750000000,100,,100,100,100,22400000000,29750000000,1474968500,Yes,85000000000,,,2024-12-17T00:00:00,17-Week,A_20250211_2.pdf,R_20250213_1.pdf,NCR_20250213_2.pdf,,99.340444,27209520000,164389000000,Yes,56-Day,8-Week,,253577300,707000000,No,253577300,,,,8-Week,,No,85254537200,249799895800,1012813000,Yes,Bill,,,2025-02-13T11:34:11,A_20250211_2.xml,R_20250213_1.xml,,,,,
912810UG1,2025-02-18T00:00:00,Bond,30-Year,2055-02-15T00:00:00,4.625000,,,2025-02-05T00:00:00,2025-02-13,2025,2025-02-15T00:00:00,0.3832900000,,,,27.190000,2,,Single-Price,,,,,4.680000,Yes,2025-02-15T00:00:00,2.330000,,No,,No,01:00 PM,12:00 PM,24956496300,3,58167337000,Yes,912803HH9,,,4636400000,6886400000,106176000000,Yes,0,0,Normal,2025-08-15T00:00:00,No,,,,,98.042695,,4.7480,,16241317000,18382937000,Semi-Annual,,,,,4.630000,2025-02-15T00:00:00,8750000000,10000000,8750000000,100,100,100,100,100,0,8750000000,43524100,Yes,25000000000,,,,30-Year,A_20250205_2.pdf,R_20250213_3.pdf,NCR_20250213_3.pdf,,98.042695,4078779300,32898000000,No,0-Month,30-Year,Bonds of February 2055,6867830200,49109000000,No,6867830200,,23.1250,Yes,30-Year,,No,31867850600,65078691300,13734100,Yes,Bond,,,2025-02-13T13:04:11,A_20250205_2.xml,R_20250213_3.xml,,912834YK8,,2055-02-15T00:00:00,
912797PS0,2025-02-18T00:00:00,Bill,17-Week,2025-06-17T00:00:00,,,,2025-02-11T00:00:00,2025-02-12,2025,,,,,,2.450000,2,,Single-Price,4.215000,,,,,,,3.380000,,,,No,11:30 AM,11:00 AM,61400413000,3,208666121000,Yes,,,,1751225000,6750000000,233969000000,Yes,0,0,,,No,,,4.230000,4.350000,98.601750,,,,36003363000,70149121000,None,4.160000,,,,,2025-02-18T00:00:00,21700000000,10000000,21700000000,100,,100,100,100,0,21700000000,599914200,Yes,62000000000,,,,17-Week,A_20250211_1.pdf,R_20250212_1.pdf,NCR_20250212_1.pdf,,98.601750,23645825000,131767000000,No,119-Day,17-Week,,184962200,707000000,No,184962200,,,,17-Week,,No,62185289400,209450997400,372281600,Yes,Bill,,,2025-02-12T11:34:08,A_20250211_1.xml,R_20250212_1.xml,,,,,
91282CMM0,2025-02-18T00:00:00,Note,10-Year,2035-02-15T00:00:00,4.625000,,,2025-02-05T00:00:00,2025-02-12,2025,2025-02-15T00:00:00,0.3832900000,,,,32.110000,2,,Single-Price,,,,,4.560000,Yes,2025-02-15T00:00:00,2.480000,,No,,No,01:00 PM,12:00 PM,41770656300,3,103873005000,Yes,912821RM9,,,5687000000,9437000000,106176000000,Yes,0,0,Normal,2025-08-15T00:00:00,No,,,,,99.943660,,4.6320,,29885601300,34582005000,Semi-Annual,,,,,4.517000,2025-02-15T00:00:00,14700000000,10000000,14700000000,100,100,100,100,100,0,14700000000,229349600,Yes,42000000000,,,,10-Year,A_20250205_3.pdf,R_20250212_2.pdf,NCR_20250212_2.pdf,,99.943660,6198055000,59854000000,No,0-Month,10-Year,B-2035,11537954800,49109000000,No,11537954800,,23.1250,Yes,10-Year,,No,53537960700,115640309400,96031600,Yes,Note,,,2025-02-12T13:03:25,A_20250205_3.xml,R_20250212_2.xml,,,,,
91282CMN8,2025-02-18T00:00:00,Note,3-Year,2028-02-15T00:00:00,4.250000,,,2025-02-05T00:00:00,2025-02-11,2025,2025-02-15T00:00:00,0.3522100000,,,,41.590000,2,,Single-Price,,,,,4.260000,Yes,2025-02-15T00:00:00,2.790000,,No,,No,01:00 PM,12:00 PM,57514536800,3,161075040000,Yes,912821RL1,,,9097500000,16587000000,106176000000,Yes,144300000,144300000,Normal,2025-08-15T00:00:00,No,,,,,99.860298,,4.3000,,42561086800,54745040000,Semi-Annual,,,,,4.195000,2025-02-15T00:00:00,20300000000,10000000,20300000000,100,100,100,100,100,0,20300000000,341203900,Yes,58000000000,,,,3-Year,A_20250205_1.pdf,R_20250211_2.pdf,NCR_20250211_2.pdf,,99.860298,5855950000,89743000000,No,0-Month,3-Year,AK-2028,15933366100,49109000000,No,15933366100,,21.2500,Yes,3-Year,,No,73933406800,177493910000,129120600,Yes,Note,,,2025-02-11T13:04:08,A_20250205_1.xml,R_20250211_2.xml,,,,,
912797MU8,2025-02-13T00:00:00,Bill,42-Day,2025-03-27T00:00:00,,,,2025-02-06T00:00:00,2025-02-11,2025,,,,,,51.830000,2,,Single-Price,4.240000,,,,,,,2.910000,,,,Yes,11:30 AM,11:00 AM,84733209200,3,247100500000,Yes,,,153493000000.000000,2650000000,8825000000,226000000000,Yes,0,0,,,No,,,4.260000,4.341000,99.503000,,,,49278899200,68625500000,None,4.150000,,,,,2025-02-13T00:00:00,29750000000,10000000,29750000000,100,,100,100,100,52900000000,29750000000,268304000,Yes,85000000000,,,2024-09-26T00:00:00,26-Week,A_20250206_1.pdf,R_20250211_1.pdf,NCR_20250211_1.pdf,,99.503000,32804310000,169650000000,Yes,42-Day,0-Week,,0,13769000000,No,0,,,,,,No,85001513200,247368804000,0,No,CMB,,,2025-02-11T11:34:07,A_20250206_1.xml,R_20250211_1.xml,,,,,
912797LB1,2025-02-13T00:00:00,Bill,13-Week,2025-05-15T00:00:00,,,,2025-02-06T00:00:00,2025-02-10,2025,,,,,,79.500000,2,,Single-Price,4.200000,,,,,,,3.010000,,,,No,11:30 AM,11:00 AM,81709005000,3,250243595000,Yes,,,129114000000.000000,4350000000,9525000000,226000000000,Yes,0,0,,,No,,,4.225000,4.330000,98.932014,,,,48394505000,69593595000,None,4.125000,,,,,2025-02-13T00:00:00,29400000000,10000000,29400000000,100,,100,100,100,41300000000,29400000000,2291084200,Yes,84000000000,,,2024-05-16T00:00:00,52-Week,A_20250206_3.pdf,R_20250210_2.pdf,NCR_20250210_2.pdf,,98.932014,28964500000,171125000000,Yes,91-Day,13-Week,,7413972800,13769000000,No,7413972800,,,,13-Week,,No,91414062000,259948652000,1171458500,Yes,Bill,,,2025-02-10T11:34:23,A_20250206_3.xml,R_20250210_2.xml,,,,,
912797PN1,2025-02-13T00:00:00,Bill,26-Week,2025-08-14T00:00:00,,,,2025-02-06T00:00:00,2025-02-10,2025,,,,,,44.760000,2,,Single-Price,4.155000,,,,,,,2.860000,,,,No,11:30 AM,11:00 AM,70162688000,3,203823988000,Yes,,,,7043000000,12143000000,226000000000,Yes,0,0,,,No,,,4.185000,4.335000,97.884250,,,,39399988000,42705988000,None,4.100000,,,,,2025-02-13T00:00:00,25200000000,10000000,25200000000,100,,100,100,100,0,25200000000,1837667800,Yes,72000000000,,,,26-Week,A_20250206_2.pdf,R_20250210_1.pdf,NCR_20250210_1.pdf,,97.884250,23719700000,148975000000,No,182-Day,26-Week,,6354833700,13769000000,No,6354833700,,,,26-Week,,No,78355189500,212016489500,896136800,Yes,Bill,,,2025-02-10T11:33:21,A_20250206_2.xml,R_20250210_1.xml,,,,,
912797NQ6,2025-02-11T00:00:00,Bill,4-Week,2025-03-11T00:00:00,,,,2025-02-04T00:00:00,2025-02-06,2025,,,,,,77.650000,2,,Single-Price,4.210000,,,,,,,2.620000,,,,No,11:30 AM,11:00 AM,88248890100,3,242522441100,Yes,,,154452000000.000000,2450000000,8850000000,233996000000,Yes,0,0,,,No,,,4.250000,4.323000,99.669444,,,,51436315100,58422441100,None,4.150000,,,,,2025-02-11T00:00:00,33250000000,10000000,33250000000,100,,100,100,100,54000000000,33250000000,6752306300,Yes,95000000000,,,2024-11-12T00:00:00,17-Week,A_20250204_1.pdf,R_20250206_2.pdf,NCR_20250206_2.pdf,,99.669444,34362575000,175250000000,Yes,28-Day,4-Week,,282274500,740000000,No,282274500,,,,4-Week,,No,95283470900,249557021900,5568466800,Yes,Bill,,,2025-02-06T11:34:09,A_20250204_1.xml,R_20250206_2.xml,,,,,
912797NY9,2025-02-11T00:00:00,Bill,8-Week,2025-04-08T00:00:00,,,,2025-02-04T00:00:00,2025-02-06,2025,,,,,,54.530000,2,,Single-Price,4.220000,,,,,,,2.770000,,,,No,11:30 AM,11:00 AM,88384756900,3,247879696000,Yes,,,64210000000.000000,2400000000,8650000000,233996000000,Yes,0,0,,,No,,,4.240000,4.327000,99.340444,,,,55907571900,71019696000,None,4.150000,,,,,2025-02-11T00:00:00,31500000000,10000000,31500000000,100,,100,100,100,22500000000,31500000000,1615394500,Yes,90000000000,,,2024-12-10T00:00:00,17-Week,A_20250204_2.pdf,R_20250206_1.pdf,NCR_20250206_1.pdf,,99.340444,30077185000,168210000000,Yes,56-Day,8-Week,,267417900,740000000,No,267417900,,,,8-Week,,No,90267569300,249762508400,1111308800,Yes,Bill,,,2025-02-06T11:34:08,A_20250204_2.xml,R_20250206_1.xml,,,,,
912797PR2,2025-02-11T00:00:00,Bill,17-Week,2025-06-10T00:00:00,,,,2025-02-04T00:00:00,2025-02-05,2025,,,,,,63.450000,2,,Single-Price,4.185000,,,,,,,2.990000,,,,No,11:30 AM,11:00 AM,63406760000,3,191081445000,Yes,,,,1925000000,7125000000,233996000000,Yes,0,0,,,No,,,4.205000,4.323000,98.610014,,,,38720660000,48766445000,None,4.130000,,,,,2025-02-11T00:00:00,22400000000,10000000,22400000000,100,,100,100,100,0,22400000000,594195300,Yes,64000000000,,,,17-Week,A_20250204_3.pdf,R_20250205_1.pdf,NCR_20250205_1.pdf,,98.610014,22761100000,135190000000,No,119-Day,17-Week,,190163800,740000000,No,190163800,,,,17-Week,,No,64191119100,191865804100,373951400,Yes,Bill,,,2025-02-05T11:33:58,A_20250204_3.xml,R_20250205_1.xml,,,,,
912797KJ5,2025-02-06T00:00:00,Bill,42-Day,2025-03-20T00:00:00,,,,2025-01-30T00:00:00,2025-02-04,2025,,,,,,71.470000,2,,Single-Price,4.240000,,,,,,,2.800000,,,,Yes,11:30 AM,11:00 AM,84651911000,3,237522950000,Yes,,,197643000000.000000,2325000000,8825000000,216004000000,Yes,0,0,,,No,,,4.250000,4.330000,99.504167,,,,52416226000,65247950000,None,4.180000,,,,,2025-02-06T00:00:00,29750000000,10000000,29750000000,100,,100,100,100,69000000000,29750000000,348666000,Yes,85000000000,,,2024-03-21T00:00:00,52-Week,A_20250130_1.pdf,R_20250204_1.pdf,NCR_20250204_1.pdf,,99.504167,29910685000,163450000000,Yes,42-Day,0-Week,,0,12011000000,No,0,,,,,,No,85000577000,237871616000,0,No,CMB,,,2025-02-04T11:34:07,A_20250130_1.xml,R_20250204_1.xml,,,,,
912797NE3,2025-02-06T00:00:00,Bill,13-Week,2025-05-08T00:00:00,,,,2025-01-30T00:00:00,2025-02-03,2025,,,,,,36.230000,2,,Single-Price,4.185000,,,,,,,2.650000,,,,No,11:30 AM,11:00 AM,81849992300,3,220350937300,Yes,,,77683000000.000000,4600000000,9350000000,216004000000,Yes,0,0,,,No,,,4.220000,4.325000,98.933278,,,,39248237300,44410937300,None,4.100000,,,,,2025-02-06T00:00:00,29400000000,10000000,29400000000,100,,100,100,100,25200000000,29400000000,2150019700,Yes,84000000000,,,2024-11-07T00:00:00,26-Week,A_20250130_3.pdf,R_20250203_2.pdf,NCR_20250203_1.pdf,,98.933278,38001755000,166590000000,Yes,91-Day,13-Week,,6467667900,12011000000,No,6467667900,,,,13-Week,,No,90467679900,228968624900,1206399200,Yes,Bill,,,2025-02-03T11:33:42,A_20250130_3.xml,R_20250203_2.xml,,,,,
912797MG9,2025-02-06T00:00:00,Bill,26-Week,2025-08-07T00:00:00,,,,2025-01-30T00:00:00,2025-02-03,2025,,,,,,95.650000,2,,Single-Price,4.130000,,,,,,,3.040000,,,,No,11:30 AM,11:00 AM,69900595000,3,216986029000,Yes,,,49683000000.000000,5059000000,9909000000,216004000000,Yes,80000000,80000000,,,No,,,4.155000,4.303000,97.899417,,,,47455970000,61737029000,None,4.060000,,,,,2025-02-06T00:00:00,25200000000,10000000,25200000000,100,,100,100,100,16100000000,25200000000,2019549600,Yes,72000000000,,,2024-08-08T00:00:00,52-Week,A_20250130_2.pdf,R_20250203_1.pdf,NCR_20250203_2.pdf,,97.899417,17385625000,145340000000,Yes,182-Day,26-Week,,5543715200,12011000000,No,5543715200,,,,26-Week,,No,77543859800,224629293800,988877900,Yes,Bill,,,2025-02-03T11:33:41,A_20250130_2.xml,R_20250203_1.xml,,,,,
912797NK9,2025-02-04T00:00:00,Bill,4-Week,2025-03-04T00:00:00,,,,2025-01-28T00:00:00,2025-01-30,2025,,,,,,75.330000,2,,Single-Price,4.200000,,,,,,,3.020000,,,,No,11:30 AM,11:00 AM,88417084700,3,280535327000,Yes,,,144434000000.000000,3175330000,14900000000,228996000000,Yes,0,0,,,No,,,4.250000,4.323000,99.669444,,,,65666219700,92535327000,None,4.150000,,,,,2025-02-04T00:00:00,33250000000,10000000,33250000000,100,,100,100,100,50500000000,33250000000,6583346500,Yes,95000000000,,,2024-11-05T00:00:00,17-Week,A_20250128_3.pdf,R_20250130_1.pdf,NCR_20250130_2.pdf,,99.669444,19575535000,173100000000,Yes,28-Day,4-Week,,278185900,729000000,No,278185900,,,,4-Week,,No,95278617100,287396859400,5391834700,Yes,Bill,,,2025-01-30T11:34:10,A_20250128_3.xml,R_20250130_1.xml,,,,,
912797NT0,2025-02-04T00:00:00,Bill,8-Week,2025-04-01T00:00:00,,,,2025-01-28T00:00:00,2025-01-30,2025,,,,,,26.470000,2,,Single-Price,4.205000,,,,,,,2.630000,,,,No,11:30 AM,11:00 AM,88423735000,3,235316430000,Yes,,,64189000000.000000,4475000000,14325000000,228996000000,Yes,0,0,,,No,,,4.240000,4.327000,99.340444,,,,52646470000,56249430000,None,4.140000,,,,,2025-02-04T00:00:00,31500000000,10000000,31500000000,100,,100,100,100,22400000000,31500000000,1576417000,Yes,90000000000,,,2024-12-03T00:00:00,17-Week,A_20250128_2.pdf,R_20250130_2.pdf,NCR_20250130_1.pdf,,99.340444,31302265000,164742000000,Yes,56-Day,8-Week,,263544400,729000000,No,263544400,,,,8-Week,,No,90263696400,237156391400,1150559500,Yes,Bill,,,2025-01-30T11:34:09,A_20250128_2.xml,R_20250130_2.xml,,,,,
912797PL5,2025-02-04T00:00:00,Bill,17-Week,2025-06-03T00:00:00,,,,2025-01-28T00:00:00,2025-01-29,2025,,,,,,70.050000,2,,Single-Price,4.170000,,,,,,,3.100000,,,,No,11:30 AM,11:00 AM,63416066500,3,198014904000,Yes,,,,4670050000,12100000000,228996000000,Yes,0,0,,,No,,,4.190000,4.308000,98.614972,,,,37529766500,53189904000,None,4.100000,,,,,2025-02-04T00:00:00,22400000000,10000000,22400000000,100,,100,100,100,0,22400000000,584038600,Yes,64000000000,,,,17-Week,A_20250128_1.pdf,R_20250129_1.pdf,NCR_20250129_1.pdf,,98.614972,21216250000,132725000000,No,119-Day,17-Week,,187409400,729000000,No,187409400,,,,17-Week,,No,64187514500,198786352000,419700600,Yes,Bill,,,2025-01-29T11:34:07,A_20250128_1.xml,R_20250129_1.xml,,,,,
91282CMJ7,2025-01-31T00:00:00,Note,2-Year,2027-01-31T00:00:00,,,,2025-01-23T00:00:00,2025-01-28,2025,2025-01-31T00:00:00,,,,,88.620000,2,,Single-Price,,,,0.085000,,No,,3.010000,,No,,No,11:30 AM,11:00 AM,29971392600,3,90292000000,Yes,,,,500000000,3250000000,165088000000,Yes,0,0,Normal,2025-04-30T00:00:00,Yes,2025-01-27T00:00:00,4.195000,,,100.000000,0.098000,,,23216392600,29362000000,Quarterly,,,,0.060000,,2025-01-31T00:00:00,10500000000,10000000,10500000000,100,,100,100,100,0,10500000000,28618400,Yes,30000000000,,,,2-Year,A_20250123_2.pdf,R_20250128_1.pdf,NCR_20250128_2.pdf,,100.000000,6255000000,57680000000,No,0-Month,2-Year,AX-2027,1665879500,22239000000,No,1665879500,0.0980,,No,2-Year,,No,31665890500,91986497900,9713400,Yes,FRN,,,2025-01-28T11:33:35,A_20250123_2.xml,R_20250128_1.xml,,,,,
91282CMK4,2025-01-31T00:00:00,Note,7-Year,2032-01-31T00:00:00,4.375000,,,2025-01-23T00:00:00,2025-01-28,2025,2025-01-31T00:00:00,,,,,49.840000,2,,Single-Price,,,,,4.410000,No,,2.640000,,No,,No,01:00 PM,12:00 PM,43817575200,3,115798076800,Yes,912821RK3,,,10105700000,18060700000,165088000000,Yes,0,0,Normal,2025-07-31T00:00:00,No,,,,,99.511534,,4.4570,,29392776800,37469376800,Semi-Annual,,,,,4.270000,2025-01-31T00:00:00,15400000000,10000000,15400000000,100,100,100,100,100,0,15400000000,182440200,Yes,44000000000,,,,7-Year,A_20250123_4.pdf,R_20250128_3.pdf,NCR_20250128_3.pdf,,99.511534,4319098400,60268000000,No,0-Month,7-Year,G-2032,2443289900,22239000000,No,2443289900,,21.8750,Yes,7-Year,,No,46443305300,118423806900,70474200,Yes,Note,,,2025-01-28T13:04:14,A_20250123_4.xml,R_20250128_3.xml,,912834YJ1,,2032-01-31T00:00:00,
912797MT1,2025-01-30T00:00:00,Bill,42-Day,2025-03-13T00:00:00,,,,2025-01-23T00:00:00,2025-01-28,2025,,,,,,28.020000,2,,Single-Price,4.240000,,,,,,,2.710000,,,,Yes,11:30 AM,11:00 AM,84686948000,3,230427535000,Yes,,,153148000000.000000,3780200000,13400000000,215988000000,Yes,0,0,,,No,,,4.260000,4.341000,99.503000,,,,51726978000,56710535000,None,4.200000,,,,,2025-01-30T00:00:00,29750000000,10000000,29750000000,100,,100,100,100,52900000000,29750000000,313155000,Yes,85000000000,,,2024-09-12T00:00:00,26-Week,A_20250123_3.pdf,R_20250128_2.pdf,NCR_20250128_1.pdf,,99.503000,29179770000,160317000000,Yes,42-Day,0-Week,,0,15420000000,No,0,,,,,,No,85000103000,230740690000,0,No,CMB,,,2025-01-28T11:33:36,A_20250123_3.xml,R_20250128_2.xml,,,,,
91282CMH1,2025-01-31T00:00:00,Note,2-Year,2027-01-31T00:00:00,4.125000,,,2025-01-23T00:00:00,2025-01-27,2025,2025-01-31T00:00:00,,,,,55.050000,2,,Single-Price,,,,,4.168000,No,,2.660000,,No,,No,11:30 AM,11:00 AM,68094660000,3,182290660000,Yes,912821RH0,,,14483500000,25638000000,165088000000,Yes,155000000,155000000,Normal,2025-07-31T00:00:00,No,,,,,99.836686,,4.2110,,44277660000,58007660000,Semi-Annual,,,,,4.090000,2025-01-31T00:00:00,24150000000,10000000,24150000000,100,100,100,100,100,0,24150000000,750404400,Yes,69000000000,,,,2-Year,A_20250123_7.pdf,R_20250127_1.pdf,NCR_20250127_1.pdf,SPL_20250123_1.pdf,99.836686,9333500000,98645000000,No,0-Month,2-Year,AW-2027,3831522900,22239000000,No,3831522900,,20.6250,Yes,2-Year,,No,72831587300,187027587300,335292200,Yes,Note,,,2025-01-27T11:34:12,A_20250123_7.xml,R_20250127_1.xml,,,,,
91282CMG3,2025-01-31T00:00:00,Note,5-Year,2030-01-31T00:00:00,4.250000,,,2025-01-23T00:00:00,2025-01-27,2025,2025-01-31T00:00:00,,,,,52.610000,2,,Single-Price,,,,,4.285000,No,,2.400000,,No,,No,01:00 PM,12:00 PM,69613545200,3,167346569000,Yes,912821RJ6,,,18161665000,26987000000,165088000000,Yes,80000000,80000000,Normal,2025-07-31T00:00:00,No,,,,,99.643779,,4.3300,,43713023700,52457569000,Semi-Annual,,,,,4.240000,2025-01-31T00:00:00,24500000000,10000000,24500000000,100,100,100,100,100,0,24500000000,306461000,Yes,70000000000,,,,5-Year,A_20250123_5.pdf,R_20250127_4.pdf,NCR_20250127_3.pdf,SPL_20250123_1.pdf,99.643779,7738856500,87902000000,No,0-Month,5-Year,U-2030,3887052100,22239000000,No,3887052100,,21.2500,Yes,5-Year,,No,73887058300,171620082100,133342400,Yes,Note,,,2025-01-27T13:04:19,A_20250123_5.xml,R_20250127_4.xml,,,,,
912797ND5,2025-01-30T00:00:00,Bill,13-Week,2025-05-01T00:00:00,,,,2025-01-23T00:00:00,2025-01-27,2025,,,,,,90.220000,2,,Single-Price,4.170000,,,,,,,3.180000,,,,No,01:00 PM,12:00 PM,81660010300,3,264401590300,Yes,,,79305000000.000000,4525000000,13625000000,215988000000,Yes,0,0,,,No,,,4.195000,4.299000,98.939597,,,,54233764300,87526590300,None,4.105000,,,,,2025-01-30T00:00:00,29400000000,10000000,29400000000,100,,100,100,100,25200000000,29400000000,2340361200,Yes,84000000000,,,2024-10-31T00:00:00,26-Week,A_20250123_6.pdf,R_20250127_3.pdf,NCR_20250127_4.pdf,SPL_20250123_1.pdf,98.939597,22901246000,163250000000,Yes,91-Day,13-Week,,8302884400,15420000000,No,8302884400,,,,13-Week,,No,92303255900,275044835900,1184556300,Yes,Bill,,,2025-01-27T13:03:14,A_20250123_6.xml,R_20250127_3.xml,,,,,
912797PG6,2025-01-30T00:00:00,Bill,26-Week,2025-07-31T00:00:00,,,,2025-01-23T00:00:00,2025-01-27,2025,,,,,,66.530000,2,,Single-Price,4.105000,,,,,,,2.920000,,,,No,11:30 AM,11:00 AM,69996335000,3,208516525000,Yes,,,,5656932500,13475000000,215988000000,Yes,100000000,100000000,,,No,,,4.140000,4.287000,97.907000,,,,42435845000,52706525000,None,4.050000,,,,,2025-01-30T00:00:00,25200000000,10000000,25200000000,100,,100,100,100,0,25200000000,1903711000,Yes,72000000000,,,,26-Week,A_20250123_1.pdf,R_20250127_2.pdf,NCR_20250127_2.pdf,SPL_20250123_1.pdf,97.907000,21903557500,142335000000,No,182-Day,26-Week,,7116758000,15420000000,No,7116758000,,,,26-Week,,No,79116804000,217636994000,948084000,Yes,Bill,,,2025-01-27T11:34:11,A_20250123_1.xml,R_20250127_2.xml,,,,,
91282CML2,2025-01-31T00:00:00,Note,10-Year,2035-01-15T00:00:00,2.125000,315.498520,315.586770,2025-01-16T00:00:00,2025-01-23,2025,2025-01-15T00:00:00,,,0.9389700000,98.9236990000,19.370000,2,,Single-Price,,,,,2.170000,Yes,2025-01-15T00:00:00,2.480000,,No,,No,01:00 PM,12:00 PM,19845131000,3,49384061000,Yes,912821RG2,1982-1984=100,,4631400000,7256400000,165088000000,Yes,0,0,Normal,2025-07-15T00:00:00,No,,,,,98.923699,,2.2430,0.999720,13199361000,17189661000,Semi-Annual,,,,,2.130000,2025-01-31T00:00:00,7000000000,10000000,7000000000,100,100,100,100,100,0,7000000000,154878400,Yes,20000000000,,,,10-Year,A_20250116_2.pdf,R_20250123_3.pdf,NCR_20250123_3.pdf,,98.923699,2014370000,24938000000,No,0-Month,10-Year,A-2035,1110586300,22239000000,No,1110586300,,,Yes,10-Year,3.3667444300,Yes,21110595700,50649525700,22182400,Yes,TIPS,0.939230,98.951405,2025-01-23T13:04:29,A_20250116_2.xml,R_20250123_3.xml,,912834YH5,,2035-01-15T00:00:00,
912797NJ2,2025-01-28T00:00:00,Bill,4-Week,2025-02-25T00:00:00,,,,2025-01-21T00:00:00,2025-01-23,2025,,,,,,29.980000,2,,Single-Price,4.230000,,,,,,,2.880000,,,,No,11:30 AM,11:00 AM,88704675200,3,266919285400,Yes,,,199414000000.000000,3680000000,14630000000,226997000000,Yes,0,0,,,No,,,4.265000,4.339000,99.668278,,,,54164915200,77414285400,None,4.150000,,,,,2025-01-28T00:00:00,33250000000,10000000,33250000000,100,,100,100,100,69700000000,33250000000,6296602200,Yes,95000000000,,,2024-10-29T00:00:00,17-Week,A_20250121_2.pdf,R_20250123_2.pdf,NCR_20250123_1.pdf,,99.668278,30859760000,174875000000,Yes,28-Day,4-Week,,275190800,721000000,No,275190800,,,,4-Week,,No,95276468200,273491078400,5243040000,Yes,Bill,,,2025-01-23T11:34:20,A_20250121_2.xml,R_20250123_2.xml,,,,,
