cusip,issueDate,securityType,securityTerm,maturityDate,interestRate,refCpiOnIssueDate,refCpiOnDatedDate,announcementDate,auctionDate,auctionDateYear,datedDate,accruedInterestPer1000,accruedInterestPer100,adjustedAccruedInterestPer1000,adjustedPrice,allocationPercentage,allocationPercentageDecimals,announcedCusip,auctionFormat,averageMedianDiscountRate,averageMedianInvestmentRate,averageMedianPrice,averageMedianDiscountMargin,averageMedianYield,backDated,backDatedDate,bidToCoverRatio,callDate,callable,calledDate,cashManagementBillCMB,closingTimeCompetitive,closingTimeNoncompetitive,competitiveAccepted,competitiveBidDecimals,competitiveTendered,competitiveTendersAccepted,corpusCusip,cpiBaseReferencePeriod,currentlyOutstanding,directBidderAccepted,directBidderTendered,estimatedAmountOfPubliclyHeldMaturingSecuritiesByType,fimaIncluded,fimaNoncompetitiveAccepted,fimaNoncompetitiveTendered,firstInterestPeriod,firstInterestPaymentDate,floatingRate,frnIndexDeterminationDate,frnIndexDeterminationRate,highDiscountRate,highInvestmentRate,highPrice,highDiscountMargin,highYield,indexRatioOnIssueDate,indirectBidderAccepted,indirectBidderTendered,interestPaymentFrequency,lowDiscountRate,lowInvestmentRate,lowPrice,lowDiscountMargin,lowYield,maturingDate,maximumCompetitiveAward,maximumNoncompetitiveAward,maximumSingleBid,minimumBidAmount,minimumStripAmount,minimumToIssue,multiplesToBid,multiplesToIssue,nlpExclusionAmount,nlpReportingThreshold,noncompetitiveAccepted,noncompetitiveTendersAccepted,offeringAmount,originalCusip,originalDatedDate,originalIssueDate,originalSecurityTerm,pdfFilenameAnnouncement,pdfFilenameCompetitiveResults,pdfFilenameNoncompetitiveResults,pdfFilenameSpecialAnnouncement,pricePer100,primaryDealerAccepted,primaryDealerTendered,reopening,securityTermDayMonth,securityTermWeekYear,series,somaAccepted,somaHoldings,somaIncluded,somaTendered,spread,standardInterestPaymentPer1000,strippable,term,tiinConversionFactorPer1000,tips,totalAccepted,totalTendered,treasuryRetailAccepted,treasuryRetailTendersAccepted,type,unadjustedAccruedInterestPer1000,unadjustedPrice,updatedTimestamp,xmlFilenameAnnouncement,xmlFilenameCompetitiveResults,xmlFilenameSpecialAnnouncement,tintCusip1,tintCusip2,tintCusip1DueDate,tintCusip2DueDate
912796JT7,2016-05-26T00:00:00,Bill,52-Week,2017-05-25T00:00:00,,,,2016-05-19T00:00:00,2016-05-24,2016,,,,,,17.870000,2,,Single-Price,0.680000,,,,,,,3.770000,,,,No,11:30 AM,11:00 AM,19493725000,3,74894000000,Yes,,,,415000000,1340000000,122995000000,Yes,300000000,300000000,,,No,,,0.685000,0.698000,99.307389,,,,6813220000,15689000000,None,0.640000,,,,,2016-05-26T00:00:00,7000000000,5000000,7000000000,100,,100,100,100,0,7000000000,206377500,Yes,20000000000,,,,52-Week,A_20160519_3.pdf,R_20160524_1.pdf,NCR_20160524_1.pdf,,99.307389,12265505000,57865000000,No,364-Day,52-Week,,0,0,No,0,,,,52-Week,,No,20000102500,75400377500,117183500,Yes,Bill,,,2016-05-24T11:32:58,A_20160519_3.xml,R_20160524_1.xml,,,,,
912796JG5,2016-05-26T00:00:00,Bill,13-Week,2016-08-25T00:00:00,,,,2016-05-19T00:00:00,2016-05-23,2016,,,,,,76.030000,2,,Single-Price,0.330000,,,,,,,3.400000,,,,No,11:30 AM,11:00 AM,29793244300,3,104073766800,Yes,,,29999000000.000000,2938015000,5000000000,122995000000,Yes,800000000,800000000,,,No,,,0.350000,0.355000,99.911528,,,,11223954300,11373766800,None,0.300000,,,,,2016-05-26T00:00:00,10850000000,5000000,10850000000,100,,100,100,100,10500000000,10850000000,407110300,Yes,31000000000,,,2016-02-25T00:00:00,26-Week,A_20160519_1.pdf,R_20160523_2.pdf,NCR_20160523_1.pdf,,99.911528,15631275000,87700000000,Yes,91-Day,13-Week,,0,0,No,0,,,,13-Week,,No,31000354600,105280877100,219013500,Yes,Bill,,,2016-05-23T11:32:59,A_20160519_1.xml,R_20160523_2.xml,,,,,
912796JV2,2016-05-26T00:00:00,Bill,26-Week,2016-11-25T00:00:00,,,,2016-05-19T00:00:00,2016-05-23,2016,,,,,,58.260000,2,,Single-Price,0.465000,,,,,,,3.650000,,,,No,11:30 AM,11:00 AM,24876670400,3,93650212000,Yes,,,,2138260000,3255000000,122995000000,Yes,775000000,775000000,,,No,,,0.480000,0.488000,99.756000,,,,13206690400,18195212000,None,0.420000,,,,,2016-05-26T00:00:00,9100000000,5000000,9100000000,100,,100,100,100,0,9100000000,348637700,Yes,26000000000,,,,26-Week,A_20160519_2.pdf,R_20160523_1.pdf,NCR_20160523_2.pdf,,99.756000,9531720000,72200000000,No,183-Day,26-Week,,0,0,No,0,,,,26-Week,,No,26000308100,94773849700,206918700,Yes,Bill,,,2016-05-23T11:32:59,A_20160519_2.xml,R_20160523_1.xml,,,,,
912828N71,2016-05-31T00:00:00,Note,9-Year 8-Month,2026-01-15T00:00:00,0.625000,238.099060,237.611290,2016-05-12T00:00:00,2016-05-19,2016,2016-01-15T00:00:00,,,2.3571600000,103.5335870000,33.310000,2,,Single-Price,,,,,0.210000,Yes,2016-01-15T00:00:00,2.270000,,No,,No,01:00 PM,12:00 PM,10968824700,3,24970872000,Yes,912820Z59,1982-1984=100,28620000000.000000,445000000,660000000,70606000000,Yes,0,0,Normal,2016-07-15T00:00:00,No,,,,,103.533587,,0.2750,1.002050,6958859700,7760872000,Semi-Annual,,,,,0.120000,2016-05-31T00:00:00,3850000000,5000000,3850000000,100,100,100,100,100,9100000000,3850000000,31200400,Yes,11000000000,,2016-01-15T00:00:00,2016-01-29T00:00:00,10-Year,A_20160512_3.pdf,R_20160519_1.pdf,NCR_20160519_1.pdf,,103.533587,3564965000,16550000000,Yes,8-Month,9-Year,A-2026,2805308000,25248000000,No,2805308000,,,Yes,10-Year,1.3151731970,Yes,13805333100,27807380400,14242400,Yes,TIPS,2.352340,103.321777,2016-05-19T13:03:06,A_20160512_3.xml,R_20160519_1.xml,,,,,
912796HX0,2016-05-19T00:00:00,Bill,4-Week,2016-06-16T00:00:00,,,,2016-05-16T00:00:00,2016-05-17,2016,,,,,,68.720000,2,,Single-Price,0.220000,,,,,,,3.360000,,,,No,11:30 AM,11:00 AM,44701427400,3,151018027400,Yes,,,62997000000.000000,2462440000,6275000000,99997000000,Yes,0,0,,,No,,,0.240000,0.243000,99.981333,,,,12376747400,12408027400,None,0.150000,,,,,2016-05-19T00:00:00,15750000000,5000000,15750000000,100,,100,100,100,22100000000,15750000000,298890200,Yes,45000000000,,,2015-12-17T00:00:00,26-Week,A_20160516_1.pdf,R_20160517_1.pdf,NCR_20160517_1.pdf,,99.981333,29862240000,132335000000,Yes,28-Day,4-Week,,0,0,No,0,,,,4-Week,,No,45000317600,151316917600,228676200,Yes,Bill,,,2016-05-17T11:33:05,A_20160516_1.xml,R_20160517_1.xml,,,,,
912796HA0,2016-05-19T00:00:00,Bill,13-Week,2016-08-18T00:00:00,,,,2016-05-12T00:00:00,2016-05-16,2016,,,,,,28.580000,2,,Single-Price,0.260000,,,,,,,3.700000,,,,No,11:30 AM,11:00 AM,30485168900,3,114142073900,Yes,,,51996000000.000000,1379305000,4565000000,99997000000,Yes,100000000,100000000,,,No,,,0.275000,0.279000,99.930486,,,,11380713900,12252073900,None,0.220000,,,,,2016-05-19T00:00:00,10850000000,5000000,10850000000,100,,100,100,100,18200000000,10850000000,414925900,Yes,31000000000,,,2015-08-20T00:00:00,52-Week,A_20160512_2.pdf,R_20160516_1.pdf,NCR_20160516_1.pdf,,99.930486,17725150000,97325000000,Yes,91-Day,13-Week,,0,0,No,0,,,,13-Week,,No,31000094800,114656999800,260588900,Yes,Bill,,,2016-05-16T11:32:55,A_20160512_2.xml,R_20160516_1.xml,,,,,
912796JU4,2016-05-19T00:00:00,Bill,26-Week,2016-11-17T00:00:00,,,,2016-05-12T00:00:00,2016-05-16,2016,,,,,,5.560000,2,,Single-Price,0.360000,,,,,,,4.000000,,,,No,11:30 AM,11:00 AM,25404668000,3,103348568000,Yes,,,,519460000,3080000000,99997000000,Yes,240000000,240000000,,,No,,,0.370000,0.376000,99.812944,,,,11026808000,19443568000,None,0.350000,,,,,2016-05-19T00:00:00,9100000000,5000000,9100000000,100,,100,100,100,0,9100000000,355951000,Yes,26000000000,,,,26-Week,A_20160512_1.pdf,R_20160516_2.pdf,NCR_20160516_2.pdf,,99.812944,13858400000,80825000000,No,182-Day,26-Week,,0,0,No,0,,,,26-Week,,No,26000619000,103944519000,200461000,Yes,Bill,,,2016-05-16T11:32:55,A_20160512_1.xml,R_20160516_2.xml,,,,,
912810RS9,2016-05-16T00:00:00,Bond,30-Year,2046-05-15T00:00:00,2.500000,,,2016-05-04T00:00:00,2016-05-12,2016,2016-05-15T00:00:00,0.0679300000,,,,17.760000,2,,Single-Price,,,,,2.554000,Yes,2016-05-15T00:00:00,2.190000,,No,,No,01:00 PM,12:00 PM,14984696000,3,32875816000,Yes,912803ET6,,,1315000000,1930000000,60093000000,Yes,0,0,Normal,2016-11-15T00:00:00,No,,,,,97.619462,,2.6150,,8950408000,9904616000,Semi-Annual,,,,,2.388000,2016-05-15T00:00:00,5250000000,5000000,5250000000,100,100,100,100,100,0,5250000000,15338800,Yes,15000000000,,,,30-Year,A_20160504_3.pdf,R_20160512_1.pdf,NCR_20160512_1.pdf,,97.619462,4719288000,21041200000,No,0-Month,30-Year,Bonds of May 2046,3392254100,14021000000,No,3392254100,,12.5000,Yes,30-Year,,No,18392288900,36283408900,2663800,Yes,Bond,,,2016-05-12T13:02:55,A_20160504_3.xml,R_20160512_1.xml,,,,,
912828R36,2016-05-16T00:00:00,Note,10-Year,2026-05-15T00:00:00,1.625000,,,2016-05-04T00:00:00,2016-05-11,2016,2016-05-15T00:00:00,0.0441600000,,,,30.570000,2,,Single-Price,,,,,1.680000,Yes,2016-05-15T00:00:00,2.680000,,No,,No,01:00 PM,12:00 PM,22968975500,3,61673680000,Yes,9128202R7,,,2708000000,3655000000,60093000000,Yes,0,0,Normal,2016-11-15T00:00:00,No,,,,,99.221906,,1.7100,,16878479500,19166780000,Semi-Annual,,,,,1.600000,2016-05-15T00:00:00,8050000000,5000000,8050000000,100,100,100,100,100,0,8050000000,31051400,Yes,23000000000,,,,10-Year,A_20160504_1.pdf,R_20160511_1.pdf,NCR_20160511_1.pdf,,99.221906,3382496000,38851900000,No,0-Month,10-Year,C-2026,5201456300,14021000000,No,5201456300,,8.1250,Yes,10-Year,,No,28201483200,66906187700,15883400,Yes,Note,,,2016-05-11T13:03:36,A_20160504_1.xml,R_20160511_1.xml,,,,,
912828R44,2016-05-16T00:00:00,Note,3-Year,2019-05-15T00:00:00,0.875000,,,2016-05-04T00:00:00,2016-05-10,2016,2016-05-15T00:00:00,0.0237800000,,,,72.780000,2,,Single-Price,,,,,0.845000,Yes,2016-05-15T00:00:00,2.930000,,No,,No,01:00 PM,12:00 PM,23930900000,3,70334050000,Yes,9128202Q9,,,2447000000,5257000000,60093000000,Yes,0,0,Normal,2016-11-15T00:00:00,No,,,,,99.999989,,0.8750,,14717820000,16945650000,Semi-Annual,,,,,0.750000,2016-05-15T00:00:00,8400000000,5000000,8400000000,100,100,100,100,100,0,8400000000,69141800,Yes,24000000000,,,,3-Year,A_20160504_2.pdf,R_20160510_2.pdf,NCR_20160510_2.pdf,,99.999989,6766080000,48131400000,No,0-Month,3-Year,AM-2019,5427606600,14021000000,No,5427606600,,4.3750,Yes,3-Year,,No,29427648400,75830798400,44837300,Yes,Note,,,2016-05-10T13:02:53,A_20160504_2.xml,R_20160510_2.xml,,,,,
912796HW2,2016-05-12T00:00:00,Bill,4-Week,2016-06-09T00:00:00,,,,2016-05-09T00:00:00,2016-05-10,2016,,,,,,70.650000,2,,Single-Price,0.220000,,,,,,,3.330000,,,,No,11:30 AM,11:00 AM,44732995000,3,149705845000,Yes,,,63004000000.000000,2408950000,7155700000,99993000000,Yes,0,0,,,No,,,0.245000,0.248000,99.980944,,,,14000145000,14100145000,None,0.200000,,,,,2016-05-12T00:00:00,15750000000,5000000,15750000000,100,,100,100,100,22100000000,15750000000,267061000,Yes,45000000000,,,2015-12-10T00:00:00,26-Week,A_20160509_1.pdf,R_20160510_1.pdf,NCR_20160510_1.pdf,,99.980944,28323900000,128450000000,Yes,28-Day,4-Week,,0,0,No,0,,,,4-Week,,No,45000056000,149972906000,171464000,Yes,Bill,,,2016-05-10T11:33:06,A_20160509_1.xml,R_20160510_1.xml,,,,,
912796JF7,2016-05-12T00:00:00,Bill,13-Week,2016-08-11T00:00:00,,,,2016-05-05T00:00:00,2016-05-09,2016,,,,,,26.520000,2,,Single-Price,0.215000,,,,,,,3.340000,,,,No,11:30 AM,11:00 AM,30501550000,3,103076650000,Yes,,,29998000000.000000,1416300000,1850000000,99993000000,Yes,100000000,100000000,,,No,,,0.240000,0.243000,99.939333,,,,5251650000,5251650000,None,0.185000,,,,,2016-05-12T00:00:00,10850000000,5000000,10850000000,100,,100,100,100,10500000000,10850000000,398858400,Yes,31000000000,,,2016-02-11T00:00:00,26-Week,A_20160505_1.pdf,R_20160509_2.pdf,NCR_20160509_1.pdf,,99.939333,23833600000,95975000000,Yes,91-Day,13-Week,,0,0,No,0,,,,13-Week,,No,31000408400,103575508400,253731200,Yes,Bill,,,2016-05-09T11:32:53,A_20160505_1.xml,R_20160509_2.xml,,,,,
912796HQ5,2016-05-12T00:00:00,Bill,26-Week,2016-11-10T00:00:00,,,,2016-05-05T00:00:00,2016-05-09,2016,,,,,,33.010000,2,,Single-Price,0.370000,,,,,,,4.260000,,,,No,11:30 AM,11:00 AM,25435543200,3,110185875000,Yes,,,12000000000.000000,509739000,1081000000,99993000000,Yes,200000000,200000000,,,No,,,0.380000,0.386000,99.807889,,,,17056859200,27779875000,None,0.350000,,,,,2016-05-12T00:00:00,9100000000,5000000,9100000000,100,,100,100,100,4200000000,9100000000,364653300,Yes,26000000000,,,2015-11-12T00:00:00,52-Week,A_20160505_2.pdf,R_20160509_1.pdf,NCR_20160509_2.pdf,,99.807889,7868945000,81325000000,Yes,182-Day,26-Week,,0,0,No,0,,,,26-Week,,No,26000196500,110750528300,201224300,Yes,Bill,,,2016-05-09T11:32:53,A_20160505_2.xml,R_20160509_1.xml,,,,,
912796HT9,2016-05-05T00:00:00,Bill,4-Week,2016-06-02T00:00:00,,,,2016-05-02T00:00:00,2016-05-03,2016,,,,,,36.160000,2,,Single-Price,0.150000,,,,,,,3.630000,,,,No,11:30 AM,11:00 AM,39650710800,3,144839550800,Yes,,,62997000000.000000,2701160000,6265000000,97999000000,Yes,100000000,100000000,,,No,,,0.170000,0.172000,99.986778,,,,12116550800,13549550800,None,0.100000,,,,,2016-05-05T00:00:00,14000000000,5000000,14000000000,100,,100,100,100,22100000000,14000000000,249360000,Yes,40000000000,,,2015-12-03T00:00:00,26-Week,A_20160502_1.pdf,R_20160503_1.pdf,NCR_20160503_1.pdf,,99.986778,24833000000,125025000000,Yes,28-Day,4-Week,,0,0,No,0,,,,4-Week,,No,40000070800,145188910800,169918000,Yes,Bill,,,2016-05-03T11:32:49,A_20160502_1.xml,R_20160503_1.xml,,,,,
912796JD2,2016-05-05T00:00:00,Bill,13-Week,2016-08-04T00:00:00,,,,2016-04-28T00:00:00,2016-05-02,2016,,,,,,94.800000,2,,Single-Price,0.210000,,,,,,,3.800000,,,,No,11:30 AM,11:00 AM,27417927000,3,105785095000,Yes,,,30000000000.000000,1139200000,4425000000,97999000000,Yes,200000000,200000000,,,No,,,0.220000,0.223000,99.944389,,,,7732727000,8960095000,None,0.190000,,,,,2016-05-05T00:00:00,9800000000,5000000,9800000000,100,,100,100,100,10500000000,9800000000,382181600,Yes,28000000000,,,2016-02-04T00:00:00,26-Week,A_20160428_2.pdf,R_20160502_1.pdf,NCR_20160502_2.pdf,,99.944389,18546000000,92400000000,Yes,91-Day,13-Week,,0,0,No,0,,,,13-Week,,No,28000108600,106367276600,251605100,Yes,Bill,,,2016-05-02T11:33:09,A_20160428_2.xml,R_20160502_1.xml,,,,,
912796JS9,2016-05-05T00:00:00,Bill,26-Week,2016-11-03T00:00:00,,,,2016-04-28T00:00:00,2016-05-02,2016,,,,,,99.340000,2,,Single-Price,0.380000,,,,,,,3.890000,,,,No,11:30 AM,11:00 AM,23205037800,3,92564521000,Yes,,,,750000000,1920000000,97999000000,Yes,400000000,400000000,,,No,,,0.395000,0.401000,99.800306,,,,10613287800,11694521000,None,0.370000,,,,,2016-05-05T00:00:00,8400000000,5000000,8400000000,100,,100,100,100,0,8400000000,395101900,Yes,24000000000,,,,26-Week,A_20160428_1.pdf,R_20160502_2.pdf,NCR_20160502_1.pdf,,99.800306,11841750000,78950000000,No,182-Day,26-Week,,0,0,No,0,,,,26-Week,,No,24000139700,93359622900,204122700,Yes,Bill,,,2016-05-02T11:33:09,A_20160428_1.xml,R_20160502_2.xml,,,,,
912828Q86,2016-05-02T00:00:00,Note,2-Year,2018-04-30T00:00:00,,,,2016-04-21T00:00:00,2016-04-28,2016,2016-04-30T00:00:00,,0.0024453220,,,0.720000,2,,Single-Price,,,,0.170000,,Yes,2016-04-30T00:00:00,3.570000,,No,,No,11:30 AM,11:00 AM,14976652000,3,53490096000,Yes,,,,720000,1150000000,109729000000,Yes,0,0,Normal,2016-07-31T00:00:00,Yes,2016-04-25T00:00:00,0.250000,,,99.999997,0.190000,,,7965352000,9305096000,Quarterly,,,,0.140000,,2016-04-30T00:00:00,5250000000,5000000,5250000000,100,,100,100,100,0,5250000000,23354800,Yes,15000000000,,,,2-Year,A_20160421_2.pdf,R_20160428_1.pdf,NCR_20160428_1.pdf,,99.999997,7010580000,43035000000,No,0-Month,2-Year,BA-2018,3986094600,27371000000,No,3986094600,0.1900,,No,2-Year,,No,18986101400,57499545400,11427800,Yes,FRN,,,2016-04-28T11:33:11,A_20160421_2.xml,R_20160428_1.xml,,,,,
912828R28,2016-05-02T00:00:00,Note,7-Year,2023-04-30T00:00:00,1.625000,,,2016-04-21T00:00:00,2016-04-28,2016,2016-04-30T00:00:00,0.0883200000,,,,59.850000,2,,Single-Price,,,,,1.600000,Yes,2016-04-30T00:00:00,2.650000,,No,,No,01:00 PM,12:00 PM,27973669000,3,74243465000,Yes,9128202P1,,,3979000000,5179000000,109729000000,Yes,0,0,Normal,2016-10-31T00:00:00,No,,,,,99.940670,,1.6340,,18335634000,20500965000,Semi-Annual,,,,,1.490000,2016-04-30T00:00:00,9800000000,5000000,9800000000,100,100,100,100,100,0,9800000000,26339300,Yes,28000000000,,,,7-Year,A_20160421_6.pdf,R_20160428_2.pdf,NCR_20160428_2.pdf,,99.940670,5659035000,48563500000,No,0-Month,7-Year,K-2023,7440709800,27371000000,No,7440709800,,8.1250,Yes,7-Year,,No,35440718100,81710514100,5932800,Yes,Note,,,2016-04-28T13:03:04,A_20160421_6.xml,R_20160428_2.xml,,,,,
912828Q78,2016-05-02T00:00:00,Note,5-Year,2021-04-30T00:00:00,1.375000,,,2016-04-21T00:00:00,2016-04-26,2016,2016-04-30T00:00:00,0.0747300000,,,,87.240000,2,,Single-Price,,,,,1.360000,Yes,2016-04-30T00:00:00,2.410000,,No,,No,01:00 PM,12:00 PM,33947734000,3,81731140000,Yes,9128202N6,,,2296000000,3891000000,109729000000,Yes,0,0,Normal,2016-10-31T00:00:00,No,,,,,99.831723,,1.4100,,21538860000,23153240000,Semi-Annual,,,,,1.200000,2016-04-30T00:00:00,11900000000,5000000,11900000000,100,100,100,100,100,0,11900000000,52280000,Yes,34000000000,,,,5-Year,A_20160421_7.pdf,R_20160426_3.pdf,NCR_20160426_3.pdf,,99.831723,10112874000,54686900000,No,0-Month,5-Year,Y-2021,9035147700,27371000000,No,9035147700,,6.8750,Yes,5-Year,,No,43035161700,90818567700,26787000,Yes,Note,,,2016-04-26T13:02:49,A_20160421_7.xml,R_20160426_3.xml,,,,,
912796GN3,2016-04-28T00:00:00,Bill,4-Week,2016-05-26T00:00:00,,,,2016-04-25T00:00:00,2016-04-26,2016,,,,,,25.110000,2,,Single-Price,0.170000,,,,,,,3.830000,,,,No,11:30 AM,11:00 AM,34687487500,3,133686612000,Yes,,,87995000000.000000,2012885000,6275000000,129996000000,Yes,0,0,,,No,,,0.190000,0.193000,99.985222,,,,12938527500,13391612000,None,0.100000,,,,,2016-04-28T00:00:00,12250000000,5000000,12250000000,100,,100,100,100,30800000000,12250000000,312771800,Yes,35000000000,,,2015-05-28T00:00:00,52-Week,A_20160425_1.pdf,R_20160426_2.pdf,NCR_20160426_2.pdf,,99.985222,19736075000,114020000000,Yes,28-Day,4-Week,,0,0,No,0,,,,4-Week,,No,35000259300,133999383800,243972100,Yes,Bill,,,2016-04-26T11:33:10,A_20160425_1.xml,R_20160426_2.xml,,,,,
912796JP5,2016-04-28T00:00:00,Bill,52-Week,2017-04-27T00:00:00,,,,2016-04-21T00:00:00,2016-04-26,2016,,,,,,66.280000,2,,Single-Price,0.590000,,,,,,,3.570000,,,,No,11:30 AM,11:00 AM,19798375500,3,71244450000,Yes,,,,495000000,1445000000,129996000000,Yes,0,0,,,No,,,0.605000,0.616000,99.388278,,,,8787315500,10189450000,None,0.560000,,,,,2016-04-28T00:00:00,7000000000,5000000,7000000000,100,,100,100,100,0,7000000000,201791500,Yes,20000000000,,,,52-Week,A_20160421_4.pdf,R_20160426_1.pdf,NCR_20160426_1.pdf,,99.388278,10516060000,59610000000,No,364-Day,52-Week,,0,0,No,0,,,,52-Week,,No,20000167000,71446241500,116407000,Yes,Bill,,,2016-04-26T11:33:10,A_20160421_4.xml,R_20160426_1.xml,,,,,
912828Q94,2016-05-02T00:00:00,Note,2-Year,2018-04-30T00:00:00,0.750000,,,2016-04-21T00:00:00,2016-04-25,2016,2016-04-30T00:00:00,0.0407600000,,,,30.160000,2,,Single-Price,,,,,0.805000,Yes,2016-04-30T00:00:00,2.640000,,No,,No,01:00 PM,12:00 PM,25859390000,3,68568350000,Yes,9128202M8,,,3751000000,5536000000,109729000000,Yes,0,0,Normal,2016-10-31T00:00:00,No,,,,,99.818393,,0.8420,,12188950000,12613950000,Semi-Annual,,,,,0.760000,2016-04-30T00:00:00,9100000000,5000000,9100000000,100,100,100,100,100,0,9100000000,140635500,Yes,26000000000,,,,2-Year,A_20160421_3.pdf,R_20160425_3.pdf,NCR_20160425_3.pdf,BPD_SPL_20160421_1.pdf,99.818393,9919440000,50418400000,No,0-Month,2-Year,AZ-2018,6909230600,27371000000,No,6909230600,,3.7500,Yes,2-Year,,No,32909256100,75618216100,87407500,Yes,Note,,,2016-04-25T13:03:03,A_20160421_3.xml,R_20160425_3.xml,,,,,
912796JC4,2016-04-28T00:00:00,Bill,13-Week,2016-07-28T00:00:00,,,,2016-04-21T00:00:00,2016-04-25,2016,,,,,,65.300000,2,,Single-Price,0.230000,,,,,,,3.660000,,,,No,11:30 AM,11:00 AM,26757751500,3,101292701500,Yes,,,28000000000.000000,363250000,2750000000,129996000000,Yes,900000000,900000000,,,No,,,0.250000,0.254000,99.936806,,,,8814201500,8987701500,None,0.210000,,,,,2016-04-28T00:00:00,9800000000,5000000,9800000000,100,,100,100,100,9800000000,9800000000,342826400,Yes,28000000000,,,2016-01-28T00:00:00,26-Week,A_20160421_1.pdf,R_20160425_1.pdf,NCR_20160425_2.pdf,,99.936806,17580300000,89555000000,Yes,91-Day,13-Week,,0,0,No,0,,,,13-Week,,No,28000577900,102535527900,220493400,Yes,Bill,,,2016-04-25T11:33:10,A_20160421_1.xml,R_20160425_1.xml,,,,,
912796JR1,2016-04-28T00:00:00,Bill,26-Week,2016-10-27T00:00:00,,,,2016-04-21T00:00:00,2016-04-25,2016,,,,,,97.020000,2,,Single-Price,0.380000,,,,,,,3.760000,,,,No,11:30 AM,11:00 AM,22668589000,3,88826133000,Yes,,,,395000000,1995000000,129996000000,Yes,1000000000,1000000000,,,No,,,0.400000,0.406000,99.797778,,,,10150754000,10291133000,None,0.350000,,,,,2016-04-28T00:00:00,8400000000,5000000,8400000000,100,,100,100,100,0,8400000000,331630200,Yes,24000000000,,,,26-Week,A_20160421_5.pdf,R_20160425_2.pdf,NCR_20160425_1.pdf,,99.797778,12122835000,76540000000,No,182-Day,26-Week,,0,0,No,0,,,,26-Week,,No,24000219200,90157763200,180175200,Yes,Bill,,,2016-04-25T11:33:10,A_20160421_5.xml,R_20160425_2.xml,,,,,
912828Q60,2016-04-29T00:00:00,Note,5-Year,2021-04-15T00:00:00,0.125000,237.098000,237.007000,2016-04-14T00:00:00,2016-04-21,2016,2016-04-15T00:00:00,,,0.0478300000,101.6348540000,53.480000,2,,Single-Price,,,,,-0.260000,Yes,2016-04-15T00:00:00,2.420000,,No,,No,01:00 PM,12:00 PM,15948825500,3,38623642000,Yes,9128202L0,1982-1984=100,,1300000000,2048437000,0,Yes,0,0,Normal,2016-10-15T00:00:00,No,,,,,101.634854,,-0.1950,1.000380,9419063500,12850205000,Semi-Annual,,,,,-0.425000,2016-04-29T00:00:00,5600000000,5000000,5600000000,100,100,100,100,100,0,5600000000,51194800,Yes,16000000000,,,,5-Year,A_20160414_3.pdf,R_20160421_1.pdf,NCR_20160421_1.pdf,,101.634854,5229762000,23725000000,No,0-Month,5-Year,X-2021,0,0,No,0,,,Yes,5-Year,0.2637052910,Yes,16000020300,38674836800,23592800,Yes,TIPS,0.047810,101.596247,2016-04-21T13:04:27,A_20160414_3.xml,R_20160421_1.xml,,,,,
912796HS1,2016-04-21T00:00:00,Bill,4-Week,2016-05-19T00:00:00,,,,2016-04-18T00:00:00,2016-04-19,2016,,,,,,51.720000,2,,Single-Price,0.160000,,,,,,,3.550000,,,,No,11:30 AM,11:00 AM,34708047400,3,124109087400,Yes,,,64998000000.000000,2246860000,5121000000,112004000000,Yes,0,0,,,No,,,0.175000,0.177000,99.986389,,,,9363087400,9463087400,None,0.100000,,,,,2016-04-21T00:00:00,12250000000,5000000,12250000000,100,,100,100,100,22800000000,12250000000,292352900,Yes,35000000000,,,2015-11-19T00:00:00,26-Week,A_20160418_1.pdf,R_20160419_1.pdf,NCR_20160419_1.pdf,,99.986389,23098100000,109525000000,Yes,28-Day,4-Week,,0,0,No,0,,,,4-Week,,No,35000400300,124401440300,217491900,Yes,Bill,,,2016-04-19T11:33:12,A_20160418_1.xml,R_20160419_1.xml,,,,,
912796GW3,2016-04-21T00:00:00,Bill,13-Week,2016-07-21T00:00:00,,,,2016-04-14T00:00:00,2016-04-18,2016,,,,,,75.450000,2,,Single-Price,0.210000,,,,,,,4.020000,,,,No,11:30 AM,11:00 AM,27611521500,3,112239433000,Yes,,,51000000000.000000,2640277500,7585000000,112004000000,Yes,0,0,,,No,,,0.220000,0.223000,99.944389,,,,8743719000,10709433000,None,0.150000,,,,,2016-04-21T00:00:00,9800000000,5000000,9800000000,100,,100,100,100,17900000000,9800000000,389158600,Yes,28000000000,,,2015-07-23T00:00:00,52-Week,A_20160414_2.pdf,R_20160418_1.pdf,NCR_20160418_1.pdf,,99.944389,16227525000,93945000000,Yes,91-Day,13-Week,,0,0,No,0,,,,13-Week,,No,28000680100,112628591600,249008400,Yes,Bill,,,2016-04-18T11:33:05,A_20160414_2.xml,R_20160418_1.xml,,,,,
